"","atax","atay","trx","try","ataturk","turkiye"
"1269",0.842,0.0125,0.9669,0.0604,0.42725,0.51365
"1270",0.8349,0.6317,0.966,0.0517,0.7333,0.50885
"1271",0.8356,0.5788,0.9667,0.0447,0.7072,0.5057
"1272",0.8302,0.4527,0.967,0.4991,0.64145,0.73305
"1273",0.8362,0.6114,0.967,0.4911,0.7238,0.72905
"1274",0.8362,0.5958,0.967,0.4841,0.716,0.72555
"1275",0.8384,0.5007,0.9675,0.3165,0.66955,0.642
"1276",0.8395,0.4842,0.9675,0.3085,0.66185,0.638
"1277",0.8421,0.2079,0.9675,0.3005,0.525,0.634
"1278",0.8442,-0.0022,0.9675,0.2935,0.421,0.6305
"1279",0.8397,0.702,0.9677,0.2212,0.77085,0.59445
"1280",0.8433,0.5206,0.967,0.2122,0.68195,0.5896
"1281",0.8439,0.1663,0.9678,0.2052,0.5051,0.5865
"1282",0.8392,0.4724,0.9674,0.0718,0.6558,0.5196
"1283",0.8431,0.6783,0.9682,0.5823,0.7607,0.77525
"1284",0.8459,0.54,0.9683,0.5542,0.69295,0.76125
"1285",0.84,0.7227,0.9692,0.2292,0.78135,0.5992
"1286",0.8476,0.6552,0.9697,0.0406,0.7514,0.50515
"1287",0.8495,0.5601,0.9705,0.2924,0.7048,0.63145
"1288",0.8547,0.1821,0.9706,0.2372,0.5184,0.6039
"1289",0.85,0.633,0.9707,0.2001,0.7415,0.5854
"1290",0.8504,0.5811,0.9712,0.5772,0.71575,0.7742
"1291",0.851,0.6138,0.9712,0.5491,0.7324,0.76015
"1292",0.8515,0.5992,0.9721,0.2522,0.72535,0.61215
"1293",0.8486,0.5036,0.9721,0.2452,0.6761,0.60865
"1294",0.8566,0.2082,0.9726,0.0365,0.5324,0.50455
"1295",0.848,0.6987,0.9734,0.2903,0.77335,0.63185
"1296",0.8533,0.5244,0.9734,0.2822,0.68885,0.6278
"1297",0.8608,0.1988,0.9735,0.2742,0.5298,0.62385
"1298",0.8523,0.6824,0.9727,0.2682,0.76735,0.62045
"1299",0.854,0.6702,0.9728,0.2602,0.7621,0.6165
"1300",0.8558,0.5395,0.9737,0.197,0.69765,0.58535
"1301",0.8569,0.653,0.9741,0.5711,0.75495,0.7726
"1302",0.8593,0.5606,0.9742,0.543,0.70995,0.7586
"1303",0.8597,0.6305,0.9756,0.0344,0.7451,0.505
"1304",0.8609,0.5905,0.9759,0.1959,0.7257,0.5859
"1305",0.8586,0.575,0.9766,0.1878,0.7168,0.5822
"1306",0.861,0.6108,0.9771,0.563,0.7359,0.77005
"1307",0.8504,0.5811,0.9772,0.5389,0.71575,0.75805
"1308",0.851,0.6138,0.9785,0.0343,0.7324,0.5064
"1309",0.8515,0.5992,0.9796,0.1867,0.72535,0.58315
"1310",0.8486,0.5036,0.98,0.5549,0.6761,0.76745
"1311",0.8566,0.2082,0.9801,0.5368,0.5324,0.75845
"1312",0.848,0.6987,0.9817,0.0512,0.77335,0.51645
"1313",0.8533,0.5244,0.9814,0.0422,0.68885,0.5118
"1314",0.8608,0.1988,0.9807,0.0352,0.5298,0.50795
"1315",0.8523,0.6824,0.9818,0.5448,0.76735,0.7633
"1316",0.854,0.6702,0.9825,0.1836,0.7621,0.58305
"1317",0.8558,0.5395,0.9823,0.5347,0.69765,0.7585
"1318",0.8569,0.653,0.9843,0.0592,0.75495,0.52175
"1319",0.8593,0.5606,0.9855,0.1795,0.70995,0.5825
"1320",0.8597,0.6305,0.987,0.1715,0.7451,0.57925
"1321",0.8609,0.5905,0.9871,0.1343,0.7257,0.5607
"1322",0.8586,0.575,0.9873,0.0651,0.7168,0.5262
"1323",0.861,0.6108,0.9885,0.1644,0.7359,0.57645
"1324",0.8504,0.5811,0.9885,0.1443,0.71575,0.5664
"1325",0.851,0.6138,0.9886,0.1253,0.7324,0.55695
"1326",0.8515,0.5992,0.9886,0.1192,0.72535,0.5539
"1327",0.8486,0.5036,0.99,0.1523,0.6761,0.57115
"1328",0.8566,0.2082,0.9902,0.0781,0.5324,0.53415
"1329",0.848,0.6987,0.9895,0.0711,0.77335,0.5303
"1330",0.8533,0.5244,0.9907,0.1593,0.68885,0.575
"1331",0.8608,0.1988,0.9915,0.1171,0.5298,0.5543
"1332",0.8523,0.6824,0.9931,0.078,0.76735,0.53555
"1333",0.854,0.6702,0.9945,0.113,0.7621,0.55375
"1334",0.8558,0.5395,0.996,0.0799,0.69765,0.53795
"1335",0.8569,0.653,0.9974,0.1049,0.75495,0.55115
"1336",0.8593,0.5606,0.9989,0.0979,0.70995,0.5484
"1337",0.8597,0.6305,0.999,0.0838,0.7451,0.5414
"1338",0.8609,0.5905,0.9997,0.0908,0.7257,0.54525
